ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Gender_Encoded,Ever_Married_Encoded,Spending_Score_Encoded,Graduated_Encoded,Cluster
462498,Female,Yes,63,Yes,Doctor,0.0,Average,3.0,0,1,0,1,5
462503,Male,Yes,51,Yes,Executive,1.0,High,4.0,1,1,1,1,0
462508,Male,Yes,35,Yes,Healthcare,1.0,Low,7.0,1,1,2,1,1
462512,Female,Yes,32,No,Entertainment,,Average,2.0,0,1,0,0,5
462517,Female,Yes,39,Yes,Homemaker,9.0,High,4.0,0,1,1,1,5
462518,Female,No,25,No,Healthcare,1.0,Low,6.0,0,0,2,0,3
462519,Male,No,20,No,Healthcare,0.0,Low,5.0,1,0,2,0,1
462521,Female,No,33,No,Homemaker,9.0,Low,1.0,0,0,2,0,3
462522,Male,Yes,36,No,Executive,0.0,Average,5.0,1,1,0,0,0
462524,Female,Yes,35,Yes,Doctor,,Low,2.0,0,1,2,1,3
462525,Female,Yes,42,Yes,Artist,1.0,Average,2.0,0,1,0,1,5
462526,Female,Yes,52,Yes,Artist,2.0,Average,5.0,0,1,0,1,5
462529,Female,Yes,42,Yes,Engineer,1.0,Low,2.0,0,1,2,1,3
462531,Female,Yes,57,No,Homemaker,,High,2.0,0,1,1,0,2
462533,Female,No,30,Yes,Entertainment,1.0,Low,3.0,0,0,2,1,3
462538,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,0,1,1,1,2
462541,Male,Yes,66,Yes,Engineer,3.0,High,2.0,1,1,1,1,4
462542,Female,Yes,62,Yes,Artist,9.0,Average,5.0,0,1,0,1,5
462543,Female,Yes,36,Yes,Artist,4.0,Low,1.0,0,1,2,1,3
462545,Male,No,33,No,Engineer,0.0,Low,3.0,1,0,2,0,1
462554,Male,No,28,No,Healthcare,0.0,Low,8.0,1,0,2,0,1
462561,Female,Yes,48,Yes,Artist,3.0,Average,2.0,0,1,0,1,5
462563,Female,Yes,53,Yes,Artist,1.0,Average,2.0,0,1,0,1,5
462566,Female,Yes,27,No,Doctor,1.0,Low,,0,1,2,0,3
462577,Female,Yes,71,No,Marketing,0.0,High,2.0,0,1,1,0,2
462578,Male,Yes,35,Yes,Artist,9.0,Average,2.0,1,1,0,1,0
462580,Female,No,41,Yes,Artist,0.0,Low,1.0,0,0,2,1,3
462584,Female,Yes,39,No,Entertainment,0.0,Low,4.0,0,1,2,0,3
462587,Female,Yes,79,No,Lawyer,1.0,High,2.0,0,1,1,0,2
462589,Female,No,29,No,Engineer,9.0,Low,8.0,0,0,2,0,3
462595,Female,No,33,Yes,Artist,7.0,Low,7.0,0,0,2,1,3
462596,Female,No,31,No,Healthcare,0.0,Low,,0,0,2,0,3
462600,Male,Yes,25,No,Engineer,4.0,Average,3.0,1,1,0,0,0
462607,Female,,43,No,Engineer,2.0,Average,3.0,0,2,0,0,5
462609,Female,Yes,52,No,Doctor,4.0,Low,1.0,0,1,2,0,3
462611,Male,Yes,41,No,Executive,0.0,High,7.0,1,1,1,0,0
462612,Female,Yes,27,No,Doctor,,High,6.0,0,1,1,0,3
462613,Female,Yes,39,No,Engineer,1.0,Average,5.0,0,1,0,0,5
462615,Male,No,32,No,Doctor,3.0,Low,7.0,1,0,2,0,1
462617,Male,No,19,No,Healthcare,1.0,Low,5.0,1,0,2,0,1
462619,Male,,58,No,,1.0,High,,1,2,1,0,4
462625,Male,No,30,Yes,Artist,1.0,Low,3.0,1,0,2,1,1
462626,Female,No,31,Yes,Engineer,0.0,Low,6.0,0,0,2,1,3
462632,Female,Yes,43,No,Engineer,,Average,4.0,0,1,0,0,5
462637,Female,Yes,63,No,Marketing,,Average,6.0,0,1,0,0,5
462643,Female,Yes,37,Yes,Engineer,,Average,3.0,0,1,0,1,5
462654,Male,Yes,37,No,Artist,0.0,Average,6.0,1,1,0,0,0
462658,Female,Yes,31,Yes,Homemaker,9.0,Average,2.0,0,1,0,1,5
462668,Female,No,38,Yes,Artist,4.0,Low,1.0,0,0,2,1,3
462669,Female,Yes,41,Yes,Entertainment,,High,6.0,0,1,1,1,5
462678,Female,Yes,45,Yes,Artist,3.0,Average,3.0,0,1,0,1,5
462680,Male,Yes,35,Yes,Doctor,,Average,4.0,1,1,0,1,0
462683,Female,Yes,43,No,Engineer,1.0,Low,5.0,0,1,2,0,3
462685,Female,No,33,No,Healthcare,,Low,3.0,0,0,2,0,3
462687,Male,No,26,No,Homemaker,14.0,Low,3.0,1,0,2,0,1
462692,Female,Yes,39,No,Artist,,Average,2.0,0,1,0,0,5
462696,Male,Yes,49,No,Artist,1.0,High,2.0,1,1,1,0,0
462697,Male,,47,No,,0.0,Average,2.0,1,2,0,0,0
462702,Male,Yes,53,No,Entertainment,1.0,Average,4.0,1,1,0,0,0
462704,Male,Yes,52,Yes,Executive,5.0,High,5.0,1,1,1,1,0
462705,Female,Yes,66,No,Lawyer,0.0,Average,2.0,0,1,0,0,5
462716,Male,No,26,No,Entertainment,6.0,Low,2.0,1,0,2,0,1
462720,Male,Yes,38,Yes,Marketing,,Low,5.0,1,1,2,1,1
462722,Female,No,25,No,Homemaker,,Low,4.0,0,0,2,0,3
462723,Female,Yes,53,No,Artist,8.0,Average,2.0,0,1,0,0,5
462727,Female,Yes,87,No,Lawyer,0.0,High,2.0,0,1,1,0,2
462729,Male,No,28,No,Healthcare,1.0,Low,2.0,1,0,2,0,1
462731,Female,Yes,37,Yes,Artist,7.0,High,3.0,0,1,1,1,3
462732,Female,Yes,42,Yes,Artist,,Low,1.0,0,1,2,1,3
462735,Female,Yes,25,No,Artist,1.0,Average,2.0,0,1,0,0,5
462736,Female,Yes,33,No,Engineer,6.0,Low,3.0,0,1,2,0,3
462738,Female,No,33,Yes,Healthcare,,Low,3.0,0,0,2,1,3
462739,Male,Yes,46,Yes,Artist,1.0,Low,2.0,1,1,2,1,1
462743,Male,No,33,No,Healthcare,2.0,Low,4.0,1,0,2,0,1
462746,Male,No,26,No,Entertainment,1.0,Low,3.0,1,0,2,0,1
462747,Male,No,32,No,Doctor,6.0,Low,4.0,1,0,2,0,1
462752,Female,No,25,No,Healthcare,,Low,1.0,0,0,2,0,3
462755,Female,No,18,No,Healthcare,1.0,Low,,0,0,2,0,3
462756,Female,No,22,No,Engineer,0.0,Low,4.0,0,0,2,0,3
462761,Male,No,19,No,Healthcare,2.0,Low,4.0,1,0,2,0,1
462762,Male,Yes,46,Yes,Artist,0.0,High,4.0,1,1,1,1,0
462767,Male,No,19,No,Healthcare,4.0,Low,4.0,1,0,2,0,1
462768,Male,Yes,45,Yes,Artist,0.0,Average,3.0,1,1,0,1,0
462776,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,0,1,0,1,5
462785,Female,Yes,42,Yes,Engineer,,Average,5.0,0,1,0,1,5
462788,Male,Yes,47,No,Entertainment,1.0,Average,3.0,1,1,0,0,0
462792,Male,Yes,45,No,Homemaker,,Average,4.0,1,1,0,0,0
462799,Male,No,32,No,Healthcare,,Low,,1,0,2,0,1
462804,Male,Yes,41,No,Executive,5.0,High,3.0,1,1,1,0,0
462807,Female,No,28,Yes,Homemaker,,Low,1.0,0,0,2,1,3
462810,Male,Yes,37,No,Executive,9.0,High,4.0,1,1,1,0,0
462814,Female,Yes,20,No,Engineer,8.0,Average,2.0,0,1,0,0,5
462817,Female,Yes,73,Yes,Lawyer,3.0,Low,1.0,0,1,2,1,2
462819,Male,Yes,51,Yes,Artist,0.0,Average,3.0,1,1,0,1,0
462823,Male,Yes,18,Yes,Engineer,,Average,4.0,1,1,0,1,0
462824,Male,Yes,42,No,Engineer,1.0,Average,3.0,1,1,0,0,0
462826,Male,No,20,No,Healthcare,1.0,Low,3.0,1,0,2,0,1
462827,Female,No,23,No,Doctor,0.0,Low,3.0,0,0,2,0,3
462834,Male,Yes,31,Yes,Homemaker,2.0,Low,2.0,1,1,2,1,1
462838,Female,Yes,33,Yes,Homemaker,1.0,Low,3.0,0,1,2,1,3
462841,Male,No,21,No,Healthcare,9.0,Low,6.0,1,0,2,0,1
462845,Male,Yes,51,Yes,Doctor,5.0,Average,7.0,1,1,0,1,0
462849,Male,Yes,47,Yes,Artist,0.0,Average,4.0,1,1,0,1,0
462850,Male,No,20,No,Healthcare,0.0,Low,4.0,1,0,2,0,1
462853,Male,No,21,No,Healthcare,0.0,Low,2.0,1,0,2,0,1
462854,Male,No,22,No,Healthcare,1.0,Low,3.0,1,0,2,0,1
462858,Female,No,32,Yes,Engineer,9.0,Low,4.0,0,0,2,1,3
462861,Female,No,30,Yes,Healthcare,8.0,Low,1.0,0,0,2,1,3
462866,Male,Yes,61,Yes,Doctor,1.0,Low,1.0,1,1,2,1,4
462868,Male,Yes,43,No,Entertainment,0.0,Average,4.0,1,1,0,0,0
462869,Male,No,25,Yes,Doctor,8.0,Low,1.0,1,0,2,1,1
462871,Male,Yes,46,No,Entertainment,0.0,Average,3.0,1,1,0,0,0
462872,Female,Yes,53,No,Engineer,12.0,Low,2.0,0,1,2,0,3
462874,Male,Yes,55,Yes,Doctor,0.0,High,2.0,1,1,1,1,0
462887,Female,Yes,42,No,Engineer,0.0,Low,3.0,0,1,2,0,3
462890,Female,No,26,Yes,Marketing,11.0,Low,1.0,0,0,2,1,3
462891,Male,No,29,No,Healthcare,0.0,Low,3.0,1,0,2,0,1
462894,Male,Yes,39,Yes,Artist,4.0,Average,4.0,1,1,0,1,0
462900,Male,Yes,38,Yes,Artist,1.0,Average,3.0,1,1,0,1,0
462903,Male,Yes,69,Yes,Entertainment,,Average,2.0,1,1,0,1,0
462905,Female,No,25,No,Artist,6.0,Low,3.0,0,0,2,0,3
462914,Female,No,26,Yes,Artist,4.0,Low,4.0,0,0,2,1,3
462920,Male,Yes,51,No,Executive,0.0,High,5.0,1,1,1,0,0
462923,Male,Yes,30,No,Homemaker,8.0,Average,2.0,1,1,0,0,0
462925,Female,Yes,28,No,Homemaker,,Average,2.0,0,1,0,0,5
462927,Female,No,33,No,Homemaker,8.0,Low,2.0,0,0,2,0,3
462936,Female,No,41,Yes,Engineer,,Low,1.0,0,0,2,1,3
462941,Male,No,71,No,Lawyer,,Low,2.0,1,0,2,0,4
462944,Male,Yes,42,Yes,Executive,5.0,High,3.0,1,1,1,1,0
462951,Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,1,1,2,1,4
462956,Male,Yes,35,No,Artist,6.0,Average,5.0,1,1,0,0,0
462958,Male,No,28,No,Marketing,0.0,Low,5.0,1,0,2,0,1
462963,Male,Yes,31,Yes,Artist,1.0,Average,2.0,1,1,0,1,0
462966,Male,Yes,43,Yes,Artist,2.0,Average,3.0,1,1,0,1,0
462968,Female,Yes,77,No,Lawyer,0.0,High,2.0,0,1,1,0,2
462971,Female,Yes,71,Yes,Engineer,0.0,Low,1.0,0,1,2,1,2
462976,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,0,1,0,1,5
462981,Female,No,26,No,Homemaker,9.0,Low,1.0,0,0,2,0,3
462982,Male,Yes,40,No,Doctor,4.0,Average,4.0,1,1,0,0,0
462983,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,0,1,1,1,2
462984,Female,Yes,73,Yes,Artist,1.0,High,2.0,0,1,1,1,2
462986,Male,No,26,Yes,Healthcare,1.0,Low,6.0,1,0,2,1,1
462992,Female,Yes,57,Yes,Engineer,,High,3.0,0,1,1,1,2
462993,Male,Yes,30,No,Artist,,Average,3.0,1,1,0,0,0
462994,Female,Yes,36,No,Artist,,Average,3.0,0,1,0,0,5
462998,Male,Yes,52,No,Entertainment,10.0,Average,4.0,1,1,0,0,0
463003,Male,Yes,42,Yes,Artist,3.0,Average,2.0,1,1,0,1,0
463012,Male,Yes,52,No,Engineer,,Low,1.0,1,1,2,0,4
463020,Male,Yes,28,Yes,Artist,0.0,Average,3.0,1,1,0,1,0
463023,Female,Yes,43,No,Homemaker,7.0,Low,1.0,0,1,2,0,3
463024,Male,No,43,Yes,Artist,,Low,1.0,1,0,2,1,1
463028,Male,No,25,No,Doctor,0.0,Low,4.0,1,0,2,0,1
463030,Male,Yes,52,Yes,Executive,1.0,High,3.0,1,1,1,1,0
463034,Female,No,28,Yes,Homemaker,9.0,Low,1.0,0,0,2,1,3
463037,Male,Yes,56,Yes,Entertainment,0.0,Average,4.0,1,1,0,1,0
463039,Male,Yes,38,No,Executive,12.0,High,7.0,1,1,1,0,0
463040,Male,Yes,83,No,Lawyer,1.0,High,2.0,1,1,1,0,4
463044,Male,Yes,82,Yes,Lawyer,,High,2.0,1,1,1,1,4
463047,Male,Yes,32,Yes,Homemaker,8.0,Low,,1,1,2,1,1
463051,Female,No,35,Yes,Homemaker,12.0,Low,1.0,0,0,2,1,3
463052,Male,Yes,40,Yes,Marketing,0.0,Low,2.0,1,1,2,1,1
463058,Female,No,25,Yes,Homemaker,13.0,Low,1.0,0,0,2,1,3
463062,Female,Yes,39,Yes,Artist,,Average,3.0,0,1,0,1,5
463069,Male,No,25,Yes,Artist,7.0,Low,1.0,1,0,2,1,1
463075,Male,Yes,52,Yes,Artist,0.0,Low,4.0,1,1,2,1,4
463080,Male,No,33,No,Artist,0.0,Low,4.0,1,0,2,0,1
463083,Male,No,28,Yes,Artist,6.0,Low,3.0,1,0,2,1,1
463085,Female,No,43,Yes,Artist,0.0,Low,1.0,0,0,2,1,3
463086,Male,No,30,Yes,Artist,8.0,Low,,1,0,2,1,1
463088,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,0,1,1,1,2
463089,Male,Yes,48,Yes,Executive,6.0,High,4.0,1,1,1,1,0
463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,0,1,0,0,5
463091,Female,Yes,37,Yes,Homemaker,8.0,Low,1.0,0,1,2,1,3
463094,Male,Yes,38,Yes,Engineer,11.0,Average,3.0,1,1,0,1,0
463096,Female,No,28,Yes,Doctor,,Low,3.0,0,0,2,1,3
463099,Male,Yes,86,Yes,Lawyer,,Low,1.0,1,1,2,1,4
463100,Female,No,35,No,Homemaker,9.0,Low,1.0,0,0,2,0,3
463102,Male,No,35,No,Entertainment,0.0,Low,2.0,1,0,2,0,1
463104,Female,Yes,46,No,Lawyer,0.0,Low,1.0,0,1,2,0,3
463106,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,0,1,2,1,2
463108,Male,Yes,63,Yes,Lawyer,5.0,High,2.0,1,1,1,1,4
463118,Female,Yes,50,Yes,Doctor,,High,3.0,0,1,1,1,5
463120,Female,No,35,Yes,Entertainment,0.0,Low,1.0,0,0,2,1,3
463129,Male,Yes,65,No,Doctor,,Low,1.0,1,1,2,0,4
463133,Male,Yes,50,No,Artist,0.0,Average,4.0,1,1,0,0,0
463138,Female,No,27,No,Homemaker,,Low,,0,0,2,0,3
463144,Male,Yes,45,Yes,Executive,0.0,High,3.0,1,1,1,1,0
463145,Female,No,36,Yes,Homemaker,0.0,Low,4.0,0,0,2,1,3
463146,Male,Yes,43,No,Entertainment,11.0,Average,2.0,1,1,0,0,0
463148,Male,Yes,62,Yes,Marketing,1.0,High,5.0,1,1,1,1,4
463149,Male,Yes,57,Yes,Artist,2.0,Average,2.0,1,1,0,1,0
463150,Male,No,51,No,Marketing,9.0,Low,1.0,1,0,2,0,1
463151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,1,1,2,1,4
463154,Female,Yes,27,No,Artist,0.0,Low,4.0,0,1,2,0,3
463156,Female,Yes,83,No,Lawyer,,High,2.0,0,1,1,0,2
463157,Male,Yes,50,Yes,Entertainment,6.0,Low,3.0,1,1,2,1,1
463158,Male,Yes,75,Yes,Executive,1.0,High,3.0,1,1,1,1,4
463163,Male,No,28,No,Executive,2.0,Low,2.0,1,0,2,0,1
463164,Male,Yes,39,Yes,Artist,9.0,Average,2.0,1,1,0,1,0
463165,Female,Yes,69,Yes,Doctor,0.0,Average,2.0,0,1,0,1,5
463166,Female,No,41,Yes,Artist,1.0,Low,1.0,0,0,2,1,3
463170,Female,,28,Yes,Healthcare,0.0,Low,5.0,0,2,2,1,3
463171,Female,Yes,39,No,Entertainment,1.0,High,3.0,0,1,1,0,5
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,1,0,2,1,1
463174,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,0,1,2,1,2
463175,Female,,41,No,Engineer,0.0,Low,4.0,0,2,2,0,3
463181,Male,Yes,49,Yes,Doctor,5.0,Average,3.0,1,1,0,1,0
463187,Female,Yes,52,Yes,Artist,8.0,Low,2.0,0,1,2,1,3
463192,Female,Yes,48,No,Entertainment,2.0,Average,,0,1,0,0,5
463195,Female,No,26,Yes,Healthcare,7.0,Low,2.0,0,0,2,1,3
463196,Female,Yes,72,Yes,Engineer,1.0,Low,1.0,0,1,2,1,2
463199,Female,Yes,47,Yes,Artist,0.0,Low,3.0,0,1,2,1,3
463201,Female,No,19,No,Healthcare,1.0,Low,2.0,0,0,2,0,3
463203,Female,No,21,No,Healthcare,1.0,Low,3.0,0,0,2,0,3
463204,Male,No,39,No,Entertainment,1.0,Low,1.0,1,0,2,0,1
463209,Female,No,52,Yes,Artist,0.0,Low,1.0,0,0,2,1,3
463218,Male,Yes,37,No,Entertainment,8.0,Average,3.0,1,1,0,0,0
463219,Male,Yes,51,No,Entertainment,0.0,Low,2.0,1,1,2,0,1
463220,Male,Yes,48,No,Engineer,1.0,Average,3.0,1,1,0,0,0
463221,Male,No,22,No,Healthcare,,Low,3.0,1,0,2,0,1
463224,Male,Yes,47,Yes,Executive,1.0,High,4.0,1,1,1,1,0
463240,Female,Yes,45,No,Engineer,0.0,Average,3.0,0,1,0,0,5
463242,Female,No,29,No,Engineer,5.0,Low,2.0,0,0,2,0,3
463244,Female,Yes,47,No,Doctor,1.0,Low,1.0,0,1,2,0,3
463245,Male,Yes,41,Yes,Entertainment,8.0,Average,2.0,1,1,0,1,0
463248,Female,Yes,32,No,Homemaker,9.0,Average,4.0,0,1,0,0,5
463251,Male,Yes,31,No,Marketing,2.0,Low,3.0,1,1,2,0,1
463256,Male,No,20,No,Marketing,1.0,Low,3.0,1,0,2,0,1
463258,Female,Yes,46,Yes,Artist,0.0,Average,3.0,0,1,0,1,5
463260,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,1,1,2,1,4
463265,Male,Yes,65,Yes,Artist,1.0,Average,3.0,1,1,0,1,0
463266,Female,Yes,68,,Artist,1.0,Average,2.0,0,1,0,2,5
463267,Male,Yes,29,No,Homemaker,9.0,Low,1.0,1,1,2,0,1
463269,Male,Yes,41,Yes,Entertainment,3.0,Average,2.0,1,1,0,1,0
463270,Male,Yes,50,No,Executive,0.0,Low,5.0,1,1,2,0,1
463273,Male,Yes,38,Yes,Entertainment,9.0,Average,2.0,1,1,0,1,0
463276,Male,Yes,37,No,Executive,,Average,2.0,1,1,0,0,0
463277,Female,Yes,30,No,Engineer,6.0,Low,2.0,0,1,2,0,3
463278,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,0,1,2,1,2
463280,Male,Yes,42,Yes,Artist,6.0,Average,2.0,1,1,0,1,0
463292,Male,Yes,41,No,Executive,0.0,High,3.0,1,1,1,0,0
463302,Female,Yes,60,Yes,Engineer,,High,4.0,0,1,1,1,2
463308,Male,Yes,46,Yes,Engineer,1.0,Low,2.0,1,1,2,1,1
463316,Female,Yes,83,No,Lawyer,0.0,High,2.0,0,1,1,0,2
463323,Male,Yes,27,Yes,Healthcare,3.0,Low,2.0,1,1,2,1,1
463324,Female,No,22,No,Healthcare,1.0,Low,4.0,0,0,2,0,3
463330,Male,No,20,No,Healthcare,0.0,Low,4.0,1,0,2,0,1
463332,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,0,1,2,1,3
463334,Female,No,28,Yes,Doctor,0.0,Low,6.0,0,0,2,1,3
463335,Male,No,28,Yes,Doctor,,Low,1.0,1,0,2,1,1
463338,Male,Yes,28,No,Entertainment,0.0,Low,2.0,1,1,2,0,1
463340,Female,No,20,No,Healthcare,0.0,Low,4.0,0,0,2,0,3
463341,Female,Yes,53,No,Engineer,0.0,Average,6.0,0,1,0,0,5
463348,Female,Yes,35,Yes,Doctor,0.0,Low,2.0,0,1,2,1,3
463351,Female,No,21,,Healthcare,3.0,Low,4.0,0,0,2,2,3
463356,Male,No,30,Yes,Healthcare,6.0,Low,4.0,1,0,2,1,1
463360,Female,Yes,46,Yes,Artist,2.0,Low,1.0,0,1,2,1,3
463367,Female,No,36,Yes,Engineer,3.0,Low,4.0,0,0,2,1,3
463368,Female,Yes,38,Yes,Artist,4.0,High,3.0,0,1,1,1,5
463372,Female,Yes,26,No,Marketing,1.0,Average,2.0,0,1,0,0,5
463375,Female,Yes,45,Yes,Doctor,1.0,Low,1.0,0,1,2,1,3
463376,Female,Yes,46,Yes,Executive,5.0,High,2.0,0,1,1,1,5
463378,Male,No,25,Yes,Doctor,0.0,Low,1.0,1,0,2,1,1
463379,Male,No,27,No,Marketing,0.0,Low,7.0,1,0,2,0,1
463386,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,0,1,2,1,3
463387,Male,,20,No,Marketing,3.0,Low,2.0,1,2,2,0,1
463391,Male,Yes,55,Yes,Doctor,6.0,Low,1.0,1,1,2,1,4
463395,Male,No,25,No,Marketing,,Low,1.0,1,0,2,0,1
463404,Male,Yes,27,No,Doctor,,High,2.0,1,1,1,0,1
463406,Male,No,31,No,Marketing,0.0,Low,4.0,1,0,2,0,1
463409,Female,Yes,38,No,Entertainment,6.0,Average,5.0,0,1,0,0,5
463411,Male,Yes,43,Yes,Entertainment,,Average,2.0,1,1,0,1,0
463420,Female,Yes,59,Yes,Artist,2.0,High,3.0,0,1,1,1,2
463423,Male,Yes,61,No,Executive,1.0,Average,3.0,1,1,0,0,0
463427,Female,Yes,27,Yes,Engineer,1.0,Low,2.0,0,1,2,1,3
463428,Male,Yes,26,No,Executive,1.0,High,5.0,1,1,1,0,1
463431,Male,Yes,39,Yes,Artist,,Average,4.0,1,1,0,1,0
463437,Male,Yes,51,Yes,Artist,0.0,Average,3.0,1,1,0,1,0
463438,Male,Yes,47,No,Entertainment,0.0,Average,3.0,1,1,0,0,0
463443,Male,Yes,52,Yes,Artist,1.0,Average,4.0,1,1,0,1,0
463444,Male,Yes,59,Yes,Lawyer,,High,2.0,1,1,1,1,4
463447,Male,Yes,57,No,Engineer,1.0,Average,2.0,1,1,0,0,0
463452,Female,Yes,86,Yes,Lawyer,1.0,High,2.0,0,1,1,1,2
463460,Male,Yes,49,Yes,Artist,,Average,2.0,1,1,0,1,0
463461,Male,No,30,No,Doctor,,Low,4.0,1,0,2,0,1
463462,Female,Yes,43,No,Engineer,0.0,Average,4.0,0,1,0,0,5
463470,Male,No,19,No,Healthcare,,Low,5.0,1,0,2,0,1
463472,Male,No,20,No,Healthcare,,Low,4.0,1,0,2,0,1
463473,Male,No,19,No,Healthcare,,Low,3.0,1,0,2,0,1
463475,Female,Yes,43,Yes,Doctor,0.0,Low,1.0,0,1,2,1,3
463477,Male,No,31,No,Healthcare,0.0,Low,4.0,1,0,2,0,1
463483,Male,Yes,30,No,Executive,1.0,High,2.0,1,1,1,0,1
463491,Male,Yes,27,Yes,Doctor,8.0,Average,3.0,1,1,0,1,0
463493,Male,Yes,36,Yes,Executive,,High,4.0,1,1,1,1,0
463499,Male,Yes,47,Yes,Executive,0.0,Low,2.0,1,1,2,1,1
463500,Male,Yes,35,Yes,Executive,1.0,High,4.0,1,1,1,1,0
463503,Male,Yes,25,Yes,Entertainment,0.0,Low,2.0,1,1,2,1,1
463508,Female,Yes,25,No,Artist,0.0,Low,3.0,0,1,2,0,3
463509,Male,No,38,No,Artist,1.0,Low,1.0,1,0,2,0,1
463512,Female,No,32,No,Engineer,0.0,Low,3.0,0,0,2,0,3
463516,Male,Yes,48,No,Executive,1.0,High,6.0,1,1,1,0,0
463527,Female,No,38,No,Artist,10.0,Low,1.0,0,0,2,0,3
463528,Male,Yes,70,No,Executive,,High,2.0,1,1,1,0,4
463529,Male,No,42,Yes,Marketing,,Low,1.0,1,0,2,1,1
463533,Female,Yes,85,Yes,Artist,1.0,High,2.0,0,1,1,1,2
463537,Female,No,25,Yes,Healthcare,1.0,Low,3.0,0,0,2,1,3
463545,Female,No,31,Yes,Doctor,1.0,Low,2.0,0,0,2,1,3
463548,Female,No,20,No,Healthcare,3.0,Low,4.0,0,0,2,0,3
463550,Female,Yes,37,Yes,Artist,0.0,Average,2.0,0,1,0,1,5
463553,Male,No,33,Yes,Artist,8.0,Low,2.0,1,0,2,1,1
463554,Female,No,52,No,Artist,5.0,Low,1.0,0,0,2,0,3
463557,Male,No,26,Yes,Doctor,0.0,Low,3.0,1,0,2,1,1
463560,Female,No,21,No,Healthcare,9.0,Low,5.0,0,0,2,0,3
463561,Female,No,42,Yes,Engineer,0.0,Low,1.0,0,0,2,1,3
463566,Female,Yes,35,Yes,Homemaker,,Average,4.0,0,1,0,1,5
463572,Male,Yes,39,Yes,Artist,0.0,Average,4.0,1,1,0,1,0
463577,Female,Yes,41,Yes,Doctor,1.0,Average,2.0,0,1,0,1,5
463586,Female,No,18,No,Healthcare,1.0,Low,5.0,0,0,2,0,3
463588,Male,No,22,No,Healthcare,0.0,Low,1.0,1,0,2,0,1
463598,Female,Yes,25,No,Engineer,2.0,Low,2.0,0,1,2,0,3
463601,Female,No,20,No,Healthcare,4.0,Low,5.0,0,0,2,0,3
463603,Female,No,18,No,Entertainment,0.0,Low,4.0,0,0,2,0,3
463605,Female,No,20,No,Healthcare,1.0,Low,5.0,0,0,2,0,3
463606,Male,No,21,No,Marketing,0.0,Low,4.0,1,0,2,0,1
463614,Female,No,25,No,Healthcare,1.0,Low,4.0,0,0,2,0,3
463615,Female,Yes,60,Yes,Artist,,Average,2.0,0,1,0,1,5
463616,Female,Yes,46,No,Engineer,0.0,Average,5.0,0,1,0,0,5
463619,Male,Yes,68,No,Executive,1.0,High,2.0,1,1,1,0,4
463620,Male,No,21,No,Healthcare,1.0,Low,4.0,1,0,2,0,1
463623,Male,No,27,Yes,Doctor,0.0,Low,3.0,1,0,2,1,1
463624,Male,Yes,59,Yes,Executive,1.0,High,4.0,1,1,1,1,4
463628,Female,No,26,Yes,Artist,8.0,Low,1.0,0,0,2,1,3
463632,Male,Yes,26,Yes,Artist,0.0,Average,2.0,1,1,0,1,0
463638,Female,Yes,32,No,Doctor,1.0,Average,2.0,0,1,0,0,5
463639,Male,No,33,No,Healthcare,0.0,Low,6.0,1,0,2,0,1
463640,Male,No,28,Yes,Healthcare,0.0,Low,3.0,1,0,2,1,1
463644,Female,No,30,Yes,Healthcare,0.0,Low,3.0,0,0,2,1,3
463652,Female,No,32,Yes,Artist,,Low,1.0,0,0,2,1,3
463654,Female,No,41,No,Engineer,3.0,Low,3.0,0,0,2,0,3
463655,Male,Yes,42,Yes,Artist,13.0,Low,2.0,1,1,2,1,1
463661,Female,Yes,45,Yes,Doctor,1.0,Average,4.0,0,1,0,1,5
463663,Female,No,39,Yes,,1.0,Low,2.0,0,0,2,1,3
463664,Female,No,29,No,Engineer,0.0,Low,1.0,0,0,2,0,3
463665,Male,Yes,46,Yes,Entertainment,1.0,Average,3.0,1,1,0,1,0
463669,Female,Yes,26,Yes,Marketing,5.0,High,4.0,0,1,1,1,3
463670,Female,No,26,Yes,Healthcare,,Low,4.0,0,0,2,1,3
463689,Female,Yes,41,Yes,Doctor,1.0,Low,,0,1,2,1,3
463699,Female,Yes,38,Yes,Marketing,9.0,Low,3.0,0,1,2,1,3
463703,Male,Yes,69,No,Executive,1.0,High,4.0,1,1,1,0,4
463704,Male,No,46,Yes,Artist,0.0,Low,2.0,1,0,2,1,1
463707,Female,No,40,No,Artist,0.0,Low,1.0,0,0,2,0,3
463713,Male,No,25,No,Engineer,9.0,Low,3.0,1,0,2,0,1
